t,P_Pa,V_m3
0.0,30.35048384929655,6.3527863061461696e-06
0.001,32.19324659601621,6.43119100683635e-06
0.002,34.03130703255311,6.5095247466730124e-06
0.003,35.86468202914782,6.587787759824808e-06
0.004,37.693388405049895,6.665980279567752e-06
0.005,39.517442928480556,6.74410253828778e-06
0.006,41.33686231659881,6.822154767483295e-06
0.007,43.151663235470664,6.900137197767727e-06
0.008,44.96186230004161,6.978050058872088e-06
0.009000000000000001,46.76747607411213,7.0558935796475315e-06
0.010000000000000002,48.56852107031648,7.1336679880679095e-06
0.011000000000000003,50.36501375010423,7.211373511232336e-06
0.012000000000000004,52.15697052372506,7.289010375367746e-06
0.013000000000000005,53.94440775021623,7.3665788058314586e-06
0.014000000000000005,55.72734173739324,7.444079027113739e-06
0.015000000000000006,57.50578874184304,7.52151126284036e-06
0.016000000000000007,59.27976496892012,7.5988757357751715e-06
0.017000000000000008,61.0492865727456,7.676172667822656e-06
0.01800000000000001,62.814369656208605,7.753402280030497e-06
0.01900000000000001,64.57503027097063,7.830564792592141e-06
0.02000000000000001,66.33128441747243,7.907660424849366e-06
0.02100000000000001,68.08314804494344,7.984689395294832e-06
0.022000000000000013,69.83063705141375,8.061651921574657e-06
0.023000000000000013,71.5737672837286,8.138548220490973e-06
0.024000000000000014,73.31255453756545,8.215378508004486e-06
0.025000000000000015,75.04701455745305,8.292142999237038e-06
0.026000000000000016,76.77716303679348,8.368841908474167e-06
0.027000000000000017,78.503015617886,8.445475449167663e-06
0.028000000000000018,80.22458789195346,8.52204383393813e-06
0.02900000000000002,81.941895399171,8.598547274577535e-06
0.03000000000000002,83.65495362869667,8.674985982051769e-06
0.03100000000000002,85.36377801870466,8.751360166503195e-06
0.03200000000000002,87.06838395642035,8.827670037253202e-06
0.03300000000000002,88.76878677815743,8.903915802804752e-06
0.03400000000000002,90.46500176935757,8.980097670844931e-06
0.035000000000000024,92.15704416463142,9.056215848247495e-06
0.036000000000000025,93.84492914780222,9.132270541075408e-06
0.037000000000000026,95.52867185195093,9.20826195458339e-06
0.03800000000000003,97.2082873594637,9.284190293220452e-06
0.03900000000000003,98.8837907020808,9.360055760632436e-06
0.04000000000000003,100.5551968609478,9.435858559664549e-06
0.04100000000000003,102.22252076666834,9.511598892363892e-06
0.04200000000000003,103.8857772993588,9.587276959981994e-06
0.04300000000000003,105.54498128870466,9.662892962977335e-06
0.04400000000000003,107.2001475140187,9.738447101017873e-06
0.04500000000000003,108.85129070430081,9.813939572983563e-06
0.046000000000000034,110.49842553829959,9.889370576968876e-06
0.047000000000000035,112.14156664457536,9.964740310285313e-06
0.048000000000000036,113.78072860156496,1.0040048969463921e-05
0.04900000000000004,115.41592593764825,1.0115296750257797e-05
0.05000000000000004,117.04717313121587,1.0190483847644593e-05
0.05100000000000004,118.67448461073865,1.0265610455829027e-05
0.05200000000000004,120.29787475483865,1.0340676768245368e-05
0.05300000000000004,121.91735789236142,1.0415682977559945e-05
0.05400000000000004,123.53294830244997,1.049062927567363e-05
0.05500000000000004,125.1446602146198,1.0565515853724328e-05
0.05600000000000004,126.75250780883573,1.0640342902089464e-05
0.057000000000000044,128.3565052155898,1.0715110610388461e-05
0.058000000000000045,129.95666651598052,1.0789819167485217e-05
0.059000000000000045,131.55300574179356,1.0864468761490578e-05
0.060000000000000046,133.14553687558362,1.093905957976481e-05
0.06100000000000005,134.73427385075763,1.1013591808920059e-05
0.06200000000000005,136.319230551659,1.1088065634822814e-05
0.06300000000000004,137.90042081365343,1.1162481242596365e-05
0.06400000000000004,139.47785842321548,1.1236838816623254e-05
0.06500000000000004,141.0515571180165,1.1311138540547724e-05
0.06600000000000004,142.62153058701384,1.138538059727816e-05
0.06700000000000005,144.18779247054087,1.1459565168989535e-05
0.06800000000000005,145.75035636039829,1.1533692437125834e-05
0.06900000000000005,147.30923579994652,1.1607762582402497e-05
0.07000000000000005,148.86444428419887,1.1681775784808838e-05
0.07100000000000005,150.4159952599162,1.1755732223610466e-05
0.07200000000000005,151.96390212570202,1.1829632077351706e-05
0.07300000000000005,153.50817823209903,1.1903475523858008e-05
0.07400000000000005,155.04883688168633,1.1977262740238351e-05
0.07500000000000005,156.58589132917785,1.2050993902887656e-05
0.07600000000000005,158.1193547815212,1.2124669187489172e-05
0.07700000000000005,159.64924039799794,1.2198288769016876e-05
0.07800000000000006,161.1755612903246,1.227185282173786e-05
0.07900000000000006,162.69833052275433,1.2345361519214712e-05
0.08000000000000006,164.21756111217934,1.2418815034307892e-05
0.08100000000000006,165.73326602823474,1.2492213539178112e-05
0.08200000000000006,167.2454581934024,1.2565557205288697e-05
0.08300000000000006,168.75415048311626,1.2638846203407951e-05
0.08400000000000006,170.25935572586786,1.2712080703611516e-05
0.08500000000000006,171.76108670331305,1.278526087528472e-05
0.08600000000000006,173.25935615037903,1.2858386887124925e-05
0.08700000000000006,174.75417675537244,1.2931458907143872e-05
0.08800000000000006,176.2455611600879,1.3004477102670017e-05
0.08900000000000007,177.73352195991743,1.3077441640350857e-05
0.09000000000000007,179.21807170396025,1.3150352686155262e-05
0.09100000000000007,180.69922289513346,1.3223210405375794e-05
0.09200000000000007,182.17698799028327,1.329601496263102e-05
0.09300000000000007,183.65137940029692,1.336876652186782e-05
0.09400000000000007,185.12240949021484,1.3441465246363701e-05
0.09500000000000007,186.59009057934364,1.351411129872908e-05
0.09600000000000007,188.05443494137003,1.3586704840909588e-05
0.09700000000000007,189.5154548044745,1.3659246034188356e-05
0.09800000000000007,190.97316235144618,1.3731735039188294e-05
0.09900000000000007,192.42756971979773,1.3804172015874369e-05
0.10000000000000007,193.87868900188124,1.3876557123555872e-05
0.10100000000000008,195.3265322450041,1.394889052088869e-05
0.10200000000000008,196.77111145154586,1.4021172365877556e-05
0.10300000000000008,198.21243857907484,1.4093402815878312e-05
0.10400000000000008,199.65052554046596,1.4165582027600148e-05
0.10500000000000008,201.08538420401848,1.4237710157107849e-05
0.10600000000000008,202.51702639357453,1.4309787359824029e-05
0.10700000000000008,203.94546388863742,1.4381813790531361e-05
0.10800000000000008,205.3707084244912,1.4453789603374806e-05
0.10900000000000008,206.79277169231977,1.4525714951863826e-05
0.11000000000000008,208.21166533932703,1.4597589988874595e-05
0.11100000000000008,209.6274009688568,1.4669414866652215e-05
0.11200000000000009,211.03999014051362,1.4741189736812907e-05
0.11300000000000009,212.44944437028346,1.4812914750346215e-05
0.11400000000000009,213.8557751306548,1.4884590057617186e-05
0.11500000000000009,215.25899385074047,1.4956215808368558e-05
0.11600000000000009,216.65911191639876,1.502779215172294e-05
0.11700000000000009,218.0561406703563,1.5099319236184978e-05
0.11800000000000009,219.45009141232984,1.517079720964352e-05
0.11900000000000009,220.84097539914876,1.524222621937378e-05
