t,P_LA(Pa),P_LV(Pa),P_AO(Pa),s_mitral,s_aortic,Q_mitral(m3/s),Q_aortic(m3/s),mode
0.3700000000000003,711.0946692384928,23587.707901289312,9825.710689423286,3.943478537154149e-09,0.999997505789645,0.0,6.881279754686604e-05,la_lv
0.3710000000000003,714.3594256279226,23580.037296441216,9826.303828737482,3.864608966411065e-09,0.9999976305001628,0.0,6.877147008071637e-05,la_lv
0.3720000000000003,717.6154828513904,23572.077146114887,9826.89337478504,3.787316787082844e-09,0.9999977489751546,0.0,6.872871187650074e-05,la_lv
0.3730000000000003,720.8627128509772,23563.830289448768,9827.479220487172,3.711570451341187e-09,0.9999978615263969,0.0,6.868453769293374e-05,la_lv
0.3740000000000003,724.1009896900347,23555.299552351113,9828.061259949658,3.6373390423143633e-09,0.999997968450077,0.0,6.863896221555801e-05,la_lv
0.3750000000000003,727.3301895489983,23546.487747378083,9828.639388456573,3.564592261468076e-09,0.9999980700275732,0.0,6.859200005621783e-05,la_lv
0.3760000000000003,730.5501907207407,23537.397673616382,9829.213502463972,3.4933004162387148e-09,0.9999981665261946,0.0,6.854366575255294e-05,la_lv
0.3770000000000003,733.7608736054799,23528.032116570175,9829.783499593543,3.4234344079139403e-09,0.9999982581998849,0.0,6.849397376751181e-05,la_lv
0.3780000000000003,736.9621207052452,23518.393848052387,9830.349278626229,3.3549657197556616e-09,0.9999983452898906,0.0,6.844293848888458e-05,la_lv
0.3790000000000003,740.153816617916,23508.485626080223,9830.91073949582,3.2878664053605483e-09,0.9999984280253961,0.0,6.839057422885513e-05,la_lv
0.3800000000000003,743.3358480308485,23498.310194774847,9831.467783282505,3.2221090772533375e-09,0.9999985066241263,0.0,6.833689522357213e-05,la_lv
0.3810000000000003,746.5081037140847,23487.87028426516,9832.020312206418,3.1576668957082708e-09,0.99999858129292,0.0,6.828191563273869e-05,la_lv
0.3820000000000003,749.6704745131747,23477.168610595654,9832.568229621123,3.0945135577941054e-09,0.999998652228274,0.0,6.822564953922081e-05,la_lv
0.3830000000000003,752.8228533416019,23466.20787563817,9833.111440007113,3.0326232866382232e-09,0.9999987196168603,0.0,6.816811094867356e-05,la_lv
0.3840000000000003,755.9651351728361,23454.990767007614,9833.649848965251,2.9719708209054587e-09,0.9999987836360172,0.0,6.810931378918555e-05,la_lv
0.3850000000000003,759.0972170320157,23443.519957981425,9834.183363210213,2.9125314044873495e-09,0.9999988444542164,0.0,6.804927191094077e-05,la_lv
0.3860000000000003,762.2189979872742,23431.798107422914,9834.711890563893,2.8542807763976023e-09,0.9999989022315056,0.0,6.798799908589817e-05,la_lv
0.3870000000000003,765.3303791407131,23419.827859708184,9835.235339948795,2.7971951608696503e-09,0.9999989571199303,0.0,6.792550900748801e-05,la_lv
0.3880000000000003,768.4312636190425,23407.611844656807,9835.753621381411,2.741251257652257e-09,0.9999990092639337,0.0,6.786181529032552e-05,la_lv
0.3890000000000003,771.5215565638848,23395.152677465972,9836.26664596557,2.686426232499212e-09,0.999999058800737,0.0,6.779693146994082e-05,la_lv
0.3900000000000003,774.6011651217646,23382.452958648202,9836.774325885783,2.6326977078492276e-09,0.9999991058607002,0.0,6.773087100252544e-05,la_lv
0.3910000000000003,777.6699984337827,23369.51527397249,9837.276574400561,2.580043753692243e-09,0.9999991505676652,0.0,6.766364726469485e-05,la_lv
0.3920000000000003,780.7279676249926,23356.342194408815,9837.773305835735,2.5284428786183983e-09,0.999999193039282,0.0,6.759527355326677e-05,la_lv
0.3930000000000003,783.774985793482,23342.936276075987,9838.264435577747,2.4778740210460302e-09,0.9999992333873179,0.0,6.752576308505523e-05,la_lv
0.3940000000000003,786.8109679991699,23329.300060192745,9838.749880066938,2.4283165406251095e-09,0.999999271717952,0.0,6.745512899667972e-05,la_lv
0.3950000000000003,789.8358312523337,23315.436073032084,9839.229556790831,2.3797502098126073e-09,0.9999993081320544,0.0,6.738338434438979e-05,la_lv
0.3960000000000003,792.8494945018668,23301.346825878667,9839.703384277393,2.332155205616355e-09,0.9999993427254517,0.0,6.731054210390394e-05,la_lv
0.3970000000000003,795.8518786232819,23287.034814989387,9840.171282088297,2.285512101504028e-09,0.9999993755891791,0.0,6.723661517026368e-05,la_lv
0.3980000000000003,798.8429064064637,23272.502521556842,9840.633170812178,2.2398018594739475e-09,0.9999994068097201,0.0,6.716161635770109e-05,la_lv
0.3990000000000003,801.822502543185,23257.752411675916,9841.088972057878,2.1950058222844684e-09,0.9999994364692341,0.0,6.708555839952128e-05,la_lv
0.4000000000000003,804.7905936143912,23242.786936313158,9841.538608447694,2.151105705838779e-09,0.9999994646457724,0.0,6.700845394799808e-05,la_lv
0.4010000000000003,807.7471080772614,23227.608531279067,9841.982003610614,2.1080835917220036e-09,0.9999994914134838,0.0,6.693031557428353e-05,la_lv
0.4020000000000003,810.6919762520554,23212.219617203144,9842.419082175556,2.0659219198875635e-09,0.9999995168428095,0.0,6.685115576833045e-05,la_lv
0.4030000000000003,813.6251303087554,23196.622599511677,9842.849769764607,2.0246034814898123e-09,0.999999541000669,0.0,6.67709869388282e-05,la_lv
0.4040000000000003,816.5465042535104,23180.819868408285,9843.273992986253,1.984111411860016e-09,0.9999995639506356,0.0,6.668982141315147e-05,la_lv
0.4050000000000003,819.456033914889,23164.81379885695,9843.691679428617,1.944429183622816e-09,0.9999995857531039,0.0,6.660767143732091e-05,la_lv
0.4060000000000003,822.3536569299498,23148.606750567804,9844.102757652703,1.9055405999503594e-09,0.9999996064654487,0.0,6.652454917597702e-05,la_lv
0.4070000000000003,825.2393127301408,23132.20106798527,9844.507157185628,1.867429787951352e-09,0.9999996261421763,0.0,6.644046671236525e-05,la_lv
0.4080000000000003,828.1129425270273,23115.599080278826,9844.904808513866,1.830081192192325e-09,0.9999996448350675,0.0,6.635543604833366e-05,la_lv
0.4090000000000003,830.9744892978657,23098.803101336078,9845.2956430765,1.7934795683484785e-09,0.9999996625933142,0.0,6.626946910434158e-05,la_lv
0.4100000000000003,833.8238977710196,23081.81542975826,9845.679593258472,1.757609976981509e-09,0.9999996794636484,0.0,6.618257771947999e-05,la_lv
0.4110000000000003,836.6611144112384,23064.63834885806,9846.05659238384,1.7224577774418787e-09,0.999999695490466,0.0,6.60947736515031e-05,la_lv
0.4120000000000003,839.4860874047915,23047.27412665968,9846.426574709043,1.6880086218930412e-09,0.9999997107159426,0.0,6.600606857687034e-05,la_lv
0.4130000000000003,842.298766644479,23029.72501590115,9846.789475416177,1.6542484494551805e-09,0.9999997251801455,0.0,6.591647409079972e-05,la_lv
0.4140000000000003,845.099103714513,23011.99325403882,9847.145230606271,1.6211634804660768e-09,0.9999997389211381,0.0,6.582600170733114e-05,la_lv
0.4150000000000003,847.8870518752884,22994.081063253983,9847.49377729258,1.5887402108567552e-09,0.9999997519750812,0.0,6.573466285940009e-05,la_lv
0.4160000000000003,850.6625660480379,22975.99065046151,9847.835053393886,1.55696540663962e-09,0.9999997643763271,0.0,6.564246889892138e-05,la_lv
0.4170000000000003,853.4256027993898,22957.72420732061,9848.168997727804,1.5258260985068276e-09,0.9999997761575108,0.0,6.554943109688252e-05,la_lv
0.4180000000000003,856.1761203258251,22939.283910247595,9848.495550004105,1.495309576536691e-09,0.9999997873496352,0.0,6.545556064344716e-05,la_lv
0.4190000000000003,858.914078438047,22920.67192043046,9848.814650818056,1.4654033850059572e-09,0.9999997979821534,0.0,6.536086864806718e-05,la_lv
